"","sampleid","SampleDate","StationCode","Replicate","total_abund","Agabus","Atractides","Baetis","Bezzia__Palpomyia","Capniidae","Centroptilum","Diamesinae","Dytiscidae","Isoperla","Micrasema","Orthocladiinae","Ostracoda","Podonominae","Rhyacophila","Sanfilippodytes","Simulium","Sperchon","Taeniopterygidae","Tanytarsini","Tinodes","Tipulidae","Ceratopogon","Chironomini","Euparyphus","Gammarus","Gumaga","Hyalella","Lepidostoma","Oligochaeta","Paraleptophlebia","Pisidium","Stictotarsus","Tanypodinae","Turbellaria","Dasyhelea","Empididae","Gyraulus","Hydraena","Hydroptila","Muscidae","Oreodytes","Physa","Planorbidae","Agathon","Callibaetis","Coenagrionidae","Hydrophilidae","Nemouridae","Philorus","Probezzia","Psychoda","Wormaldia","Prosimulium","Culicidae","Culicoides","Stilobezzia","Ochrotrichia","Caenis_bajaensis","Ephydridae","Hydropsychidae","Lebertia","Meringodixa","Serromyia","Atrichopogon","Corydalidae","Fallceon","Gerridae","Libellulidae","Archilestes","Corixidae","Dixella","Gyrinidae","Odontomyia","Peltodytes","Pseudochironomus","Uvarus_subtilis","Eylais","Hygrobates","Limnesia","Mideopsis","Prostoma","Ameletus","Chloroperlidae","Heptageniidae","Dolichopodidae","Dytiscus","Tropisternus","Dixa","Leuctridae","Gastropoda","Maruina","Crangonyx","Pericoma__Telmatoscopus","Helichus","Ordobrevia_nubifera","Zaitzevia","Matriella_teresa","Sciomyzidae","Lestes","Blepharicera","Diphetor_hageni","Drunella_coloradensis","Glossosoma","Laccobius","Prodiamesinae","Ochthebius","Amphipoda","Scirtidae","Arrenurus","Hydrobiidae","Hydrotrupes_palpalis","Aeshnidae","Dolophilodes","Hydra","Lymnaea","Thyopsoides","Veliidae","Belostomatidae","Acari","Serratella_micheneri","Agapetus","Ephemerella_maculata","Serratella_teresa","Siphlonurus","Anacaena","Berosus","Mesobates","Cordulegaster_dorsalis","Eubrianax_edwardsii","Frontipoda","Tabanidae","Hypsogastropoda","Limnephilidae","Torrenticola","Cymbiodyta","Eucorethra_underwoodi","Microcylloepus","Ambrysus","Perlidae","Stygothrombium","Optioservus_divergens","Cultus","Glossiphoniidae","Glutops","Paracymus","Postelichus","Unionicolidae","Helicopsyche","Liodessus","Hydroporus","Isopoda","Heterlimnius","Helochares_normatus","Serratella_tibialis","Thaumaleidae","Enochrus","Forcipomyia","Acentrella_insignificans","Agabinus","Nemotelus","Stratiomys","Helisoma","Juga","Limnochares","Drunella_flavilinea","Hydroscapha_natans","Oecetis","Tricorythodes","Polycentropus","Testudacarus","Sperchonopsis","Oxyethira","Deuterophlebia","Hydrodroma","Cloeodes_excogitatus","Neoclypeodytes","Procloeon","Brachycentrus_echo","Chaetarthria","Elmidae","Limnebius","Sphaerium","Staphylinidae","Hydrachna","Laccophilus","Notonectidae","Ametor","Hydrobius_fuscipes","Gomphidae","Erpobdellidae","Hygrotus","Hetaerina_americana","Haliplus","Oecetis_disjuncta","Hydrochus","Caenis_latipennis"
"33","4/20/2016_909S00282_1","4/20/2016","909S00282",1,576,0,0.00347222222222222,0.00347222222222222,0.00347222222222222,0,0.00173611111111111,0,0,0.00694444444444444,0,0.307291666666667,0.0104166666666667,0.00520833333333333,0.00520833333333333,0.00520833333333333,0.282986111111111,0.00173611111111111,0,0.0329861111111111,0,0.00173611111111111,0,0.0434027777777778,0,0,0,0,0,0.232638888888889,0,0,0.00520833333333333,0.0260416666666667,0,0,0,0,0,0,0,0,0.0104166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173611111111111,0,0,0,0,0,0,0,0.00173611111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173611111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","4/20/2016_911NP9UCW_1","4/20/2016","911NP9UCW",1,565,0.00176991150442478,0,0.0743362831858407,0,0,0.00353982300884956,0,0.031858407079646,0.00353982300884956,0,0.350442477876106,0,0.00530973451327434,0,0.00176991150442478,0.00530973451327434,0,0,0.116814159292035,0,0,0,0.0265486725663717,0,0,0,0,0,0.0814159292035398,0.143362831858407,0,0.015929203539823,0.0247787610619469,0,0,0,0.00530973451327434,0,0,0.00176991150442478,0,0.102654867256637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00176991150442478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00176991150442478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","4/20/2016_911TJLCC2_1","4/20/2016","911TJLCC2",1,602,0,0,0.0946843853820598,0.00332225913621262,0,0.00996677740863787,0,0.0149501661129568,0.0249169435215947,0.00498338870431894,0.127906976744186,0.00166112956810631,0.0315614617940199,0,0,0.0182724252491694,0,0.00166112956810631,0.0249169435215947,0,0.00498338870431894,0,0.00996677740863787,0.00166112956810631,0,0,0.00498338870431894,0.00332225913621262,0.0996677740863787,0.210963455149502,0.00332225913621262,0.00498338870431894,0.0315614617940199,0,0,0,0.00664451827242525,0,0,0,0,0.0166112956810631,0,0,0.00830564784053156,0.00664451827242525,0,0,0,0.00830564784053156,0,0,0,0,0,0,0.0132890365448505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166112956810631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166112956810631,0,0,0,0,0,0,0,0.00332225913621262,0,0.00166112956810631,0,0.00166112956810631,0.00166112956810631,0.136212624584718,0,0.0132890365448505,0.0315614617940199,0.00166112956810631,0.00830564784053156,0.00166112956810631,0.00166112956810631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","4/21/2016_901NP9FLC_1","4/21/2016","901NP9FLC",1,778,0,0.0038560411311054,0.0051413881748072,0,0,0,0,0.006426735218509,0,0,0.260925449871465,0.0051413881748072,0.0437017994858612,0,0.0012853470437018,0,0,0,0.0475578406169666,0,0,0,0.208226221079692,0,0,0,0,0.0244215938303342,0.0179948586118252,0.15681233933162,0,0,0.0758354755784062,0,0,0,0,0.0012853470437018,0.0012853470437018,0,0,0.0758354755784062,0,0,0.0269922879177378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102827763496144,0,0,0.0077120822622108,0,0,0,0,0,0,0,0,0,0,0,0.0012853470437018,0,0,0,0,0,0,0.0012853470437018,0,0,0,0.0038560411311054,0,0,0,0,0,0.0012853470437018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012853470437018,0,0.0089974293059126,0,0,0,0,0,0.0012853470437018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","4/22/2008_902SMAS1x_1","4/22/2008","902SMAS1x",1,521,0,0,0.380038387715931,0.0287907869481766,0,0,0,0,0.00191938579654511,0,0.0614203454894434,0,0.0345489443378119,0,0,0.370441458733205,0.00191938579654511,0.00191938579654511,0,0,0,0,0,0.0825335892514395,0,0,0,0,0.00191938579654511,0,0,0.00959692898272553,0,0,0,0.00191938579654511,0,0,0,0,0,0,0,0,0,0,0,0,0.00383877159309021,0,0,0,0,0,0,0,0.00959692898272553,0,0,0,0,0,0,0,0.00383877159309021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00383877159309021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191938579654511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","4/23/2008_901SJMS1x_1","4/23/2008","901SJMS1x",1,579,0,0.00690846286701209,0.0379965457685665,0.0431778929188256,0,0.238341968911917,0,0,0,0,0.267702936096718,0.077720207253886,0,0,0,0.00690846286701209,0.00172711571675302,0,0.112262521588946,0,0,0,0.0120898100172712,0,0,0,0,0,0.13126079447323,0,0,0,0.0120898100172712,0,0,0.00863557858376511,0,0,0.00345423143350604,0,0,0,0,0,0,0,0,0,0,0,0,0.0207253886010363,0,0,0,0,0.00690846286701209,0,0,0.00345423143350604,0,0,0,0,0,0.00172711571675302,0,0,0,0.00172711571675302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00345423143350604,0.00172711571675302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","4/23/2019_911NP9HTC_1","4/23/2019","911NP9HTC",1,657,0.0121765601217656,0.0015220700152207,0.0213089802130898,0,0,0.0121765601217656,0,0,0,0,0.388127853881279,0.0015220700152207,0.0015220700152207,0,0.0045662100456621,0.245053272450533,0.0030441400304414,0.0121765601217656,0.17351598173516,0,0,0,0.0700152207001522,0,0,0,0,0,0.0273972602739726,0,0,0.015220700152207,0.0060882800608828,0,0,0,0,0,0,0.0015220700152207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030441400304414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","4/24/2008_905DGSY1x_2","4/24/2008","905DGSY1x",2,593,0.00674536256323777,0.00674536256323777,0.0202360876897133,0.0269814502529511,0,0,0,0.0168634064080944,0.0387858347386172,0,0.596964586846543,0.00168634064080944,0.0741989881956155,0,0,0.0691399662731872,0,0,0.0354131534569983,0,0,0,0.0185497470489039,0,0,0,0,0,0.00337268128161889,0,0,0,0.00168634064080944,0,0,0.00505902192242833,0,0,0,0,0.00168634064080944,0.00168634064080944,0,0,0,0,0.00843170320404722,0,0,0,0,0,0,0,0,0,0.00843170320404722,0,0,0,0,0,0,0,0.00168634064080944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539629005059022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168634064080944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","4/24/2019_911NP9EPC_1","4/24/2019","911NP9EPC",1,601,0.00332778702163062,0.0715474209650582,0.0449251247920133,0,0,0,0,0,0.00166389351081531,0,0.356073211314476,0.0415973377703827,0.00166389351081531,0.021630615640599,0.0183028286189684,0.10981697171381,0.0166389351081531,0,0.113144758735441,0,0.00166389351081531,0,0.0948419301164725,0,0,0,0,0,0,0,0,0.0282861896838602,0.0183028286189684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282861896838602,0,0,0,0,0,0,0,0.0249584026622296,0,0,0,0,0,0,0,0.00166389351081531,0,0,0,0,0,0,0,0,0,0,0,0.00166389351081531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","4/25/2008_907SRSD1x_1","4/25/2008","907SRSD1x",1,603,0.0066334991708126,0,0.0398009950248756,0.0265339966832504,0,0.0033167495854063,0.00165837479270315,0.00497512437810945,0,0,0.570480928689884,0.0497512437810945,0.033167495854063,0,0.0116086235489221,0.0514096185737977,0,0,0.0796019900497512,0,0.0033167495854063,0,0.0265339966832504,0,0,0,0,0,0,0,0,0.0364842454394693,0.0265339966832504,0,0,0,0,0.00165837479270315,0,0.00165837479270315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00497512437810945,0,0,0.0033167495854063,0,0,0,0,0.00165837479270315,0,0,0,0,0,0,0.00497512437810945,0,0,0,0,0,0,0,0,0,0,0.0033167495854063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00165837479270315,0,0.00165837479270315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033167495854063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","4/26/2016_901BELOLV_1","4/26/2016","901BELOLV",1,692,0.00433526011560694,0.0144508670520231,0.00289017341040462,0,0,0,0,0.00144508670520231,0,0.00144508670520231,0.374277456647399,0.00722543352601156,0.0260115606936416,0,0.0101156069364162,0.0144508670520231,0,0,0.200867052023121,0,0,0,0.104046242774566,0,0,0,0,0,0.0216763005780347,0.00722543352601156,0,0.00144508670520231,0.114161849710983,0,0.0115606936416185,0,0,0.0101156069364162,0.00289017341040462,0,0,0.0346820809248555,0,0,0.00867052023121387,0,0,0,0,0,0,0.00433526011560694,0,0,0,0,0.00144508670520231,0,0,0.00144508670520231,0,0.0101156069364162,0,0,0,0.00433526011560694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289017341040462,0,0,0.00144508670520231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","4/26/2019_902NP9CWC_1","4/26/2019","902NP9CWC",1,612,0.00163398692810458,0.00163398692810458,0.0620915032679739,0,0,0,0,0,0.00163398692810458,0,0.352941176470588,0,0.00163398692810458,0.00816993464052288,0.00490196078431373,0.0915032679738562,0,0.00163398692810458,0.256535947712418,0,0,0,0.138888888888889,0.00980392156862745,0,0,0,0,0.00326797385620915,0,0,0.0196078431372549,0.00326797385620915,0,0,0.00326797385620915,0,0,0.00163398692810458,0,0,0,0,0,0.00490196078431373,0.00163398692810458,0,0.00163398692810458,0.00326797385620915,0,0,0,0,0,0,0,0.00490196078431373,0,0,0,0,0,0,0.00163398692810458,0,0,0,0,0,0.00163398692810458,0,0,0,0,0.00816993464052288,0.00163398692810458,0,0,0,0,0,0,0,0,0,0,0,0.00163398692810458,0,0,0,0,0.00163398692810458,0,0,0,0,0.00163398692810458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00163398692810458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","4/28/2008_901SJOF1x_1","4/28/2008","901SJOF1x",1,610,0.00327868852459016,0.00163934426229508,0.00819672131147541,0,0,0.00163934426229508,0,0,0,0,0.131147540983607,0.288524590163934,0.00983606557377049,0,0.00327868852459016,0.0540983606557377,0,0,0.181967213114754,0,0,0,0.0147540983606557,0.00819672131147541,0,0,0,0,0,0,0,0.00819672131147541,0.00983606557377049,0,0,0,0,0,0,0.00819672131147541,0,0.265573770491803,0,0,0,0,0.00163934426229508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","4/28/2010_911NCPCR2_1","4/28/2010","911NCPCR2",1,595,0.00672268907563025,0.0571428571428571,0.211764705882353,0.0100840336134454,0,0,0,0,0.0352941176470588,0.00840336134453781,0.107563025210084,0.0873949579831933,0.00504201680672269,0.00672268907563025,0.0151260504201681,0.00168067226890756,0,0,0.0840336134453782,0,0.00336134453781513,0,0.00168067226890756,0.00168067226890756,0,0,0,0,0.0907563025210084,0.0201680672268908,0,0.0369747899159664,0.00336134453781513,0.00336134453781513,0,0,0,0,0,0,0,0.0369747899159664,0,0.00168067226890756,0,0,0,0,0,0,0,0,0,0,0,0,0.026890756302521,0,0,0,0,0,0,0,0,0,0,0,0.00336134453781513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168067226890756,0,0,0,0,0,0,0,0,0,0,0.00168067226890756,0,0,0,0,0,0.104201680672269,0.0252100840336134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","4/28/2010_911TJPC2x_1","4/28/2010","911TJPC2x",1,586,0,0.00170648464163823,0.00341296928327645,0.0238907849829352,0,0.00341296928327645,0,0.00511945392491468,0.00170648464163823,0,0.0614334470989761,0.0409556313993174,0.015358361774744,0,0,0.00341296928327645,0,0,0.0136518771331058,0,0,0,0.00511945392491468,0.00341296928327645,0,0,0,0,0.704778156996587,0.00511945392491468,0,0.0102389078498294,0.00341296928327645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290102389078498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00170648464163823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102389078498294,0,0,0,0,0,0,0,0,0.00853242320819113,0.0341296928327645,0,0,0.0102389078498294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","4/29/2014_911NP9ATC_1","4/29/2014","911NP9ATC",1,623,0.00160513643659711,0,0,0.00160513643659711,0,0.00321027287319422,0,0,0,0,0.139646869983949,0.00802568218298555,0,0,0,0,0,0,0.287319422150883,0,0,0.00642054574638844,0.101123595505618,0,0,0,0,0.0353130016051364,0.0593900481540931,0.0272873194221509,0.107544141252006,0,0.112359550561798,0,0,0.00160513643659711,0,0,0,0,0.00481540930979133,0.014446227929374,0,0,0.00321027287319422,0.00481540930979133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00321027287319422,0.0224719101123595,0,0.00160513643659711,0,0,0,0,0,0,0,0,0,0,0,0.00160513643659711,0,0,0,0,0,0,0,0,0,0,0.00160513643659711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337078651685393,0,0.00160513643659711,0.00160513643659711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00481540930979133,0.00321027287319422,0.00160513643659711,0.00321027287319422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","4/29/2014_911NP9UCW_1","4/29/2014","911NP9UCW",1,553,0,0,0.0506329113924051,0,0,0,0,0.0054249547920434,0,0,0.69620253164557,0.00180831826401447,0,0.00180831826401447,0,0.0126582278481013,0.00180831826401447,0,0.0867992766726944,0,0,0,0.0235081374321881,0,0,0,0,0,0.0253164556962025,0.00723327305605787,0,0,0.0379746835443038,0,0,0.00180831826401447,0,0,0.00904159132007233,0,0,0.0108499095840868,0.00180831826401447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00180831826401447,0,0,0,0,0,0.00180831826401447,0.0054249547920434,0,0,0,0,0,0,0,0.00180831826401447,0.00180831826401447,0,0,0,0,0,0,0,0,0,0,0,0,0.00180831826401447,0,0,0,0,0,0,0,0,0.0108499095840868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","4/3/2013_902ASTRLC_1","4/3/2013","902ASTRLC",1,690,0.00289855072463768,0,0,0.0115942028985507,0,0.00289855072463768,0,0,0.0202898550724638,0.00144927536231884,0.298550724637681,0,0.0304347826086957,0.00144927536231884,0,0.00434782608695652,0,0,0.215942028985507,0,0,0,0.0884057971014493,0.00289855072463768,0,0,0,0.0115942028985507,0.0072463768115942,0.0884057971014493,0.00869565217391304,0,0.0376811594202899,0,0.00144927536231884,0.00289855072463768,0,0.00144927536231884,0,0,0,0,0,0,0,0.00144927536231884,0,0.0333333333333333,0,0,0,0.0608695652173913,0,0,0.00144927536231884,0,0,0,0,0.00289855072463768,0,0.00289855072463768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072463768115942,0.0246376811594203,0,0,0,0,0.00579710144927536,0,0,0,0,0.00144927536231884,0,0,0,0,0,0,0,0.00434782608695652,0.00144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00869565217391304,0.00144927536231884,0.00144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","4/3/2013_905DGCC1x_1","4/3/2013","905DGCC1x",1,593,0,0,0.00505902192242833,0.00843170320404722,0,0.0101180438448567,0,0.00168634064080944,0.00505902192242833,0,0.192242833052277,0,0,0,0.0101180438448567,0.0185497470489039,0,0,0.254637436762226,0.00337268128161889,0.00168634064080944,0,0.0438448566610455,0,0,0.0674536256323777,0,0,0.00168634064080944,0,0.00168634064080944,0.0185497470489039,0.0286677908937605,0,0.0252951096121417,0,0.00337268128161889,0,0.0404721753794266,0,0,0.0320404721753794,0,0,0.00843170320404722,0.0134907251264755,0,0,0,0,0,0.0118043844856661,0,0,0.00168634064080944,0.00168634064080944,0.0118043844856661,0.0202360876897133,0.00337268128161889,0.00168634064080944,0,0.00168634064080944,0,0,0,0,0,0,0.00337268128161889,0,0.00168634064080944,0.00168634064080944,0.00168634064080944,0.00337268128161889,0.0505902192242833,0,0,0,0,0,0,0,0,0,0,0,0.00505902192242833,0,0,0,0,0,0,0.00168634064080944,0,0.00168634064080944,0,0,0,0,0,0,0,0.0134907251264755,0,0,0,0,0,0.0438448566610455,0,0,0,0,0.00168634064080944,0,0,0.00168634064080944,0,0,0,0,0,0,0,0.00505902192242833,0,0,0,0,0,0,0,0,0.00168634064080944,0.00168634064080944,0.0101180438448567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","4/30/2014_901NP9FLC_1","4/30/2014","901NP9FLC",1,674,0.00445103857566766,0,0.0163204747774481,0,0,0,0,0,0.00148367952522255,0,0.169139465875371,0,0,0,0.00593471810089021,0,0,0,0.0504451038575668,0,0,0,0.114243323442137,0,0,0,0,0,0.0341246290801187,0.172106824925816,0,0.00148367952522255,0.189910979228487,0,0,0.00148367952522255,0,0.0029673590504451,0,0,0,0.204747774480712,0,0,0,0,0.00148367952522255,0,0,0,0.00148367952522255,0.0029673590504451,0,0,0,0,0,0,0,0,0,0.0029673590504451,0,0,0,0,0,0,0,0,0,0.00148367952522255,0,0,0,0,0,0,0,0,0,0,0,0.00593471810089021,0,0,0,0,0,0,0.00890207715133531,0,0,0,0,0.0029673590504451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148367952522255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148367952522255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
