SampleDate,DWC_Month,DWC_Year,StationCode,SampleTypeCode,Replicate,SampleComplete,FinalID,CommonName,ID_to_use,BAResult,DWC_BAResult_Numeric,Result,DWC_Result_Numeric,DWC_BAResult_Result,DWC_BAResult_Result_Numeric,UnitName
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Caloneis silicula,,Caloneis silicula,4,4,,,4,4,count
3/30/2015,3,2015,911TJKC1x,Epiphyte,1,TRUE,Calothrix brevissima,,Calothrix brevissima,4,4,,,4,4,count
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Calothrix confervicola,,Calothrix confervicola,,,691139240.5,691139240.5,691139240.5,691139240.5,um3/cm2
3/30/2015,3,2015,911TJKC1x,Epiphyte,1,TRUE,Calothrix epiphytica,,Calothrix epiphytica,2,2,,,2,2,count
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Calothrix fusca,,Calothrix fusca,,,691139240.5,691139240.5,691139240.5,691139240.5,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Calothrix fusca,,Calothrix fusca,,,3822506.662,3822506.662,3822506.662,3822506.662,um3/cm2
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Calothrix fusca,,Calothrix fusca,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Epiphyte,1,TRUE,Calothrix marchica,,Calothrix marchica,3,3,,,3,3,count
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Calothrix parietina,,Calothrix parietina,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Calothrix parietina,,Calothrix parietina,,,1014137.119,1014137.119,1014137.119,1014137.119,um3/cm2
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Calothrix parietina,,Calothrix parietina,,,552911392.4,552911392.4,552911392.4,552911392.4,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Carteria sp 1,,Carteria sp 1,,,114629.0454,114629.0454,114629.0454,114629.0454,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Chaetophora incrassata,,Chaetophora incrassata,,,467314.3844,467314.3844,467314.3844,467314.3844,um3/cm2
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Chaetophora incrassata,,Chaetophora incrassata,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Chara cf vulgaris,,Chara vulgaris,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Chlorophyta 1,,Chlorophyta 1,,,92147.47342,92147.47342,92147.47342,92147.47342,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Chroococcus minimus,,Chroococcus minimus,,,37385.15075,37385.15075,37385.15075,37385.15075,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Chroococcus minor,,Chroococcus minor,,,86539.70081,86539.70081,86539.70081,86539.70081,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Chroococcus minutus,,Chroococcus minutus,,,103847.641,103847.641,103847.641,103847.641,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Chrysophyceae 2,,Chrysophyceae 2,,,160258.7052,160258.7052,160258.7052,160258.7052,um3/cm2
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Cocconeis placentula,,Cocconeis placentula,9,9,,,9,9,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Craticula buderi,,Craticula buderi,5,5,,,5,5,count
3/30/2015,3,2015,911TJKC1x,Epiphyte,1,TRUE,Cyanobium diatomicola,,Cyanobium diatomicola,1,1,,,1,1,count
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Cyanophyceae 12,,Cyanophyceae 12,,,58154.67894,58154.67894,58154.67894,58154.67894,um3/cm2
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Diploneis oblongella,,Diploneis oblongella,21,21,,,21,21,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Eolimna minima,Lump with Sellaphora atomoides,Sellaphora atomoides,2,2,,,2,2,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Epithemia adnata,,Epithemia adnata,9,9,,,9,9,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Epithemia gibba,,Epithemia gibba,29,29,,,29,29,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Epithemia sorex,,Epithemia sorex,18,18,,,18,18,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Eunotia bilunaris,,Eunotia bilunaris,1,1,,,1,1,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Fragilaria vaucheriae,,Fragilaria vaucheriae,14,14,,,14,14,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Fragilariforma virescens,,Fragilariforma virescens,42,42,,,42,42,count
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Geitlerinema ionicum,,Geitlerinema ionicum,,,387024.7731,387024.7731,387024.7731,387024.7731,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Geitlerinema splendidum,,Geitlerinema splendidum,,,16923.31927,16923.31927,16923.31927,16923.31927,um3/cm2
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Geitlerinema splendidum,,Geitlerinema splendidum,,,207341772.2,207341772.2,207341772.2,207341772.2,um3/cm2
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Geitlerinema splendidum,,Geitlerinema splendidum,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Geminella interrupta,,Geminella interrupta,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Gloeocystis vesiculosa,,Gloeocystis vesiculosa,,,382623.428,382623.428,382623.428,382623.428,um3/cm2
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Gomphonema acuminatum,,Gomphonema acuminatum,1,1,,,1,1,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Gomphonema parvulum,,Gomphonema parvulum,16,16,,,16,16,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Gomphonema pumilum,,Gomphonema pumilum,3,3,,,3,3,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Gomphonema truncatum,,Gomphonema truncatum,2,2,,,2,2,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Halamphora veneta,,Halamphora veneta,15,15,,,15,15,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Hantzschia amphioxys,,Hantzschia amphioxys,2,2,,,2,2,count
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Heteroleibleinia sp 1,,Heteroleibleinia sp 1,,,87164.70976,87164.70976,87164.70976,87164.70976,um3/cm2
3/30/2015,3,2015,911TJKC1x,Epiphyte,1,TRUE,Heteroleibleinia sp 1,,Heteroleibleinia sp 1,41,41,,,41,41,count
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Homoeothrix varians,,Homoeothrix varians,,,292504.1887,292504.1887,292504.1887,292504.1887,um3/cm2
3/30/2015,3,2015,911TJKC1x,Epiphyte,1,TRUE,Homoeothrix varians,,Homoeothrix varians,6,6,,,6,6,count
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Klebsormidium rivulare,,Klebsormidium rivulare,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Epiphyte,1,TRUE,Leibleinia epiphytica,,Leibleinia epiphytica,2,2,,,2,2,count
3/30/2015,3,2015,911TJKC1x,Epiphyte,1,TRUE,Leptolyngbya foveolarum,,Leptolyngbya foveolarum,5,5,,,5,5,count
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Leptolyngbya foveolarum,,Leptolyngbya foveolarum,,,214618.458,214618.458,214618.458,214618.458,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Leptolyngbya granulifera,,Leptolyngbya granulifera,,,20360.8685,20360.8685,20360.8685,20360.8685,um3/cm2
3/30/2015,3,2015,911TJKC1x,Epiphyte,1,TRUE,Leptolyngbya notata,,Leptolyngbya notata,1,1,,,1,1,count
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Leptolyngbya notata,,Leptolyngbya notata,,,10156.39544,10156.39544,10156.39544,10156.39544,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Leptolyngbya sp 1,,Leptolyngbya sp 1,,,461545.071,461545.071,461545.071,461545.071,um3/cm2
3/30/2015,3,2015,911TJKC1x,Epiphyte,1,TRUE,Leptolyngbya sp 1,,Leptolyngbya sp 1,2,2,,,2,2,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Luticola mutica,,Luticola mutica,2,2,,,2,2,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Meridion circulare,,Meridion circulare,4,4,,,4,4,count
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Merismopedia tenuissima,,Merismopedia tenuissima,,,2816.707003,2816.707003,2816.707003,2816.707003,um3/cm2
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Microcoleus autumnalis,,Microcoleus autumnalis,,,691139240.5,691139240.5,691139240.5,691139240.5,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Microcoleus californicus,,Microcoleus californicus,,,141348.178,141348.178,141348.178,141348.178,um3/cm2
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Microcoleus californicus,,Microcoleus californicus,,,345569620.3,345569620.3,345569620.3,345569620.3,um3/cm2
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Mischococcus confervicola,,Mischococcus confervicola,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Epiphyte,1,TRUE,Mischococcus confervicola,,Mischococcus confervicola,1,1,,,1,1,count
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Mougeotia sp 1,,Mougeotia sp 1,,,69113924.05,69113924.05,69113924.05,69113924.05,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Mougeotia sp 1,,Mougeotia sp 1,,,13461731.24,13461731.24,13461731.24,13461731.24,um3/cm2
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Mougeotia sp 1,,Mougeotia sp 1,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Navicula cryptotenella,,Navicula cryptotenella,6,6,,,6,6,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Navicula gregaria,,Navicula gregaria,2,2,,,2,2,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Navicula libonensis,,Navicula libonensis,5,5,,,5,5,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Navicula radiosa,,Navicula radiosa,8,8,,,8,8,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Navicula veneta,,Navicula veneta,71,71,,,71,71,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Nitzschia amphibia,,Nitzschia amphibia,30,30,,,30,30,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Nitzschia archibaldii,,Nitzschia archibaldii,10,10,,,10,10,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Nitzschia frustulum,,Nitzschia frustulum,36,36,,,36,36,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Nitzschia inconspicua,,Nitzschia inconspicua,14,14,,,14,14,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Nitzschia linearis,,Nitzschia linearis,2,2,,,2,2,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Nitzschia microcephala,,Nitzschia microcephala,22,22,,,22,22,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Nitzschia palea,,Nitzschia palea,19,19,,,19,19,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Nitzschia palea var debilis,,Nitzschia palea,31,31,,,31,31,count
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Nodularia spumigena,,Nodularia spumigena,,,69113924.05,69113924.05,69113924.05,69113924.05,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Nodularia spumigena,,Nodularia spumigena,,,4759683.544,4759683.544,4759683.544,4759683.544,um3/cm2
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Nodularia spumigena,,Nodularia spumigena,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Nostoc commune,,Nostoc commune,,,375005.3702,375005.3702,375005.3702,375005.3702,um3/cm2
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Nostoc commune,,Nostoc commune,,,829367088.6,829367088.6,829367088.6,829367088.6,um3/cm2
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Nostoc commune,,Nostoc commune,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Nostoc verrucosum,,Nostoc verrucosum,,,1244050633,1244050633,1244050633,1244050633,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Nostoc verrucosum,,Nostoc verrucosum,,,1148453.946,1148453.946,1148453.946,1148453.946,um3/cm2
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Oedogonium capillare,,Oedogonium capillare,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Oedogonium sp 10,,Oedogonium sp 10,,,1036708861,1036708861,1036708861,1036708861,um3/cm2
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Oedogonium sp 10,,Oedogonium sp 10,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Oedogonium sp 3,,Oedogonium sp 3,,,4037768.158,4037768.158,4037768.158,4037768.158,um3/cm2
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Oedogonium sp 3,,Oedogonium sp 3,,,1589620253,1589620253,1589620253,1589620253,um3/cm2
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Oedogonium sp 4,,Oedogonium sp 4,,,4215949367,4215949367,4215949367,4215949367,um3/cm2
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Oedogonium sp 4,,Oedogonium sp 4,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Oedogonium vaucherii,,Oedogonium vaucherii,,,691139240.5,691139240.5,691139240.5,691139240.5,um3/cm2
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Oedogonium vaucherii,,Oedogonium vaucherii,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Oocystis pusilla,,Oocystis pusilla,,,156027.2343,156027.2343,156027.2343,156027.2343,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Ophiocytium cf arbusculum,,Ophiocytium arbusculum,,,123059.4546,123059.4546,123059.4546,123059.4546,um3/cm2
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Phormidium cf autumnale,,Phormidium autumnale,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Planothidium delicatulum,,Planothidium delicatulum,2,2,,,2,2,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Planothidium engelbrechtii,,Planothidium engelbrechtii,35,35,,,35,35,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Planothidium frequentissimum,,Planothidium frequentissimum,5,5,,,5,5,count
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Planothidium lanceolatum,,Planothidium lanceolatum,16,16,,,16,16,count
3/30/2015,3,2015,911TJKC1x,Epiphyte,1,TRUE,Protoderma viride,,Protoderma viride,2,2,,,2,2,count
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Pseudanabaena sp 1,,Pseudanabaena sp 1,,,69113924.05,69113924.05,69113924.05,69113924.05,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Pseudanabaena sp 1,,Pseudanabaena sp 1,,,6093.837265,6093.837265,6093.837265,6093.837265,um3/cm2
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Rhoicosphenia abbreviata,,Rhoicosphenia abbreviata,6,6,,,6,6,count
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Rivularia biasolettiana,,Rivularia biasolettiana,,,898481012.7,898481012.7,898481012.7,898481012.7,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Scenedesmus circumfusus,,Scenedesmus circumfusus,,,96739.84687,96739.84687,96739.84687,96739.84687,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Scenedesmus dimorphus,,Scenedesmus dimorphus,,,537515.7102,537515.7102,537515.7102,537515.7102,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Scenedesmus ellipticus,,Scenedesmus ellipticus,,,959148.3506,959148.3506,959148.3506,959148.3506,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Scenedesmus microspina,,Scenedesmus microspina,,,59303.41334,59303.41334,59303.41334,59303.41334,um3/cm2
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Sellaphora pupula,,Sellaphora pupula,7,7,,,7,7,count
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Sphaerocystis planctonica,,Sphaerocystis planctonica,,,266630.4208,266630.4208,266630.4208,266630.4208,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Sphaerocystis schroeteri,,Sphaerocystis schroeteri,,,562797.803,562797.803,562797.803,562797.803,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Sphaeroplea annulina,,Sphaeroplea annulina,,,17325969.27,17325969.27,17325969.27,17325969.27,um3/cm2
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Sphaeroplea annulina,,Sphaeroplea annulina,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Spirogyra sp 1,,Spirogyra sp 1,,,66100105.22,66100105.22,66100105.22,66100105.22,um3/cm2
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Spirogyra sp 1,,Spirogyra sp 1,,,622025316.5,622025316.5,622025316.5,622025316.5,um3/cm2
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Spirogyra sp 10,,Spirogyra sp 10,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Spirogyra sp 2,,Spirogyra sp 2,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Spirogyra weberi,,Spirogyra weberi,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Spirulina corakiana,,Spirulina corakiana,,,2307.725355,2307.725355,2307.725355,2307.725355,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Stigeoclonium sp 1,,Stigeoclonium sp 1,,,2461573.712,2461573.712,2461573.712,2461573.712,um3/cm2
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Stigeoclonium sp 1,,Stigeoclonium sp 1,,,138227848.1,138227848.1,138227848.1,138227848.1,um3/cm2
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Synedra famelica,,Synedra,3,3,,,3,3,count
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Tetraspora gelatinosa,,Tetraspora gelatinosa,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Tetraspora gelatinosa,,Tetraspora gelatinosa,,,14513924051,14513924051,14513924051,14513924051,um3/cm2
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Tribonema affine,,Tribonema affine,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Tribonema affine,,Tribonema affine,,,1589620253,1589620253,1589620253,1589620253,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Tribonema affine,,Tribonema affine,,,333358.1391,333358.1391,333358.1391,333358.1391,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Tribonema delicatissimum,,Tribonema delicatissimum,,,349313.8965,349313.8965,349313.8965,349313.8965,um3/cm2
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Tribonema delicatissimum,,Tribonema delicatissimum,,,69113924.05,69113924.05,69113924.05,69113924.05,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Tribonema minus,,Tribonema minus,,,8141492.79,8141492.79,8141492.79,8141492.79,um3/cm2
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Tribonema minus,,Tribonema minus,,,1451392405,1451392405,1451392405,1451392405,um3/cm2
3/30/2015,3,2015,911TJKC1x,Microalgae,1,TRUE,Tribonema viride,,Tribonema viride,,,19670954.77,19670954.77,19670954.77,19670954.77,um3/cm2
3/30/2015,3,2015,911TJKC1x,Integrated,1,TRUE,Ulnaria ulna,,Ulnaria ulna,1,1,,,1,1,count
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Vaucheria geminata,,Vaucheria geminata,,,8293670886,8293670886,8293670886,8293670886,um3/cm2
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Vaucheria geminata,,Vaucheria geminata,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Vaucheria sessilis,,Vaucheria sessilis,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Vaucheria sp 1,,Vaucheria sp 1,,,7256962025,7256962025,7256962025,7256962025,um3/cm2
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Vaucheria sp 2,,Vaucheria sp 2,,,11058227848,11058227848,11058227848,11058227848,um3/cm2
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Zygnema argillarii,,Zygnema argillarii,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Macroalgae,1,TRUE,Zygnema sp 5,,Zygnema sp 5,,,2073417722,2073417722,2073417722,2073417722,um3/cm2
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Zygnema sp 5,,Zygnema sp 5,,,,,,,count
3/30/2015,3,2015,911TJKC1x,Qualitative,1,TRUE,Zygnema sterile,,Zygnema sterile,,,,,,,count
4/6/2015,4,2015,909S00282,Integrated,1,TRUE,Achnanthes inflata,,Achnanthes inflata,1,1,,,1,1,count
4/6/2015,4,2015,909S00282,Integrated,2,TRUE,Achnanthidium exiguum,,Achnanthidium exiguum,15,15,,,15,15,count
4/6/2015,4,2015,909S00282,Integrated,1,TRUE,Achnanthidium exiguum,,Achnanthidium exiguum,9,9,,,9,9,count
4/6/2015,4,2015,909S00282,Integrated,1,TRUE,Achnanthidium minutissimum,,Achnanthidium minutissimum,14,14,,,14,14,count
4/6/2015,4,2015,909S00282,Integrated,2,TRUE,Achnanthidium minutissimum,,Achnanthidium minutissimum,6,6,,,6,6,count
4/6/2015,4,2015,909S00282,Integrated,1,TRUE,Adlafia minuscula,,Adlafia minuscula,6,6,,,6,6,count
4/6/2015,4,2015,909S00282,Integrated,2,TRUE,Adlafia minuscula,,Adlafia minuscula,3,3,,,3,3,count
4/6/2015,4,2015,909S00282,Integrated,2,TRUE,Amphora copulata,,Amphora copulata,2,2,,,2,2,count
4/6/2015,4,2015,909S00282,Integrated,2,TRUE,Amphora ovalis,,Amphora ovalis,4,4,,,4,4,count
4/6/2015,4,2015,909S00282,Integrated,1,TRUE,Amphora ovalis,,Amphora ovalis,2,2,,,2,2,count
4/6/2015,4,2015,909S00282,Integrated,2,TRUE,Amphora pediculus,,Amphora pediculus,10,10,,,10,10,count
4/6/2015,4,2015,909S00282,Integrated,1,TRUE,Amphora pediculus,,Amphora pediculus,7,7,,,7,7,count
4/6/2015,4,2015,909S00282,Qualitative,1,TRUE,Anabaena californica,,Anabaena californica,,,,,,,count
4/6/2015,4,2015,909S00282,Qualitative,1,TRUE,Anabaena sp 1,,Anabaena sp 1,,,,,,,count
4/6/2015,4,2015,909S00282,Microalgae,1,TRUE,Anabaena sp 1,,Anabaena sp 1,,,31431.96097,31431.96097,31431.96097,31431.96097,um3/cm2
4/6/2015,4,2015,909S00282,Microalgae,2,TRUE,Anabaena sp 1,,Anabaena sp 1,,,3573902.063,3573902.063,3573902.063,3573902.063,um3/cm2
4/6/2015,4,2015,909S00282,Microalgae,1,TRUE,Anabaena sp 2,,Anabaena sp 2,,,92581.41232,92581.41232,92581.41232,92581.41232,um3/cm2
4/6/2015,4,2015,909S00282,Microalgae,1,TRUE,Aphanocapsa delicatissima,,Aphanocapsa delicatissima,,,279.7920769,279.7920769,279.7920769,279.7920769,um3/cm2
4/6/2015,4,2015,909S00282,Microalgae,2,TRUE,Aphanocapsa delicatissima,,Aphanocapsa delicatissima,,,829.9010473,829.9010473,829.9010473,829.9010473,um3/cm2
4/6/2015,4,2015,909S00282,Microalgae,2,TRUE,Aphanocapsa sp 1,,Aphanocapsa sp 1,,,2487.274163,2487.274163,2487.274163,2487.274163,um3/cm2
4/6/2015,4,2015,909S00282,Microalgae,1,TRUE,Aphanocapsa sp 1,,Aphanocapsa sp 1,,,975.3432738,975.3432738,975.3432738,975.3432738,um3/cm2
4/6/2015,4,2015,909S00282,Epiphyte,1,TRUE,Aphanochaete repens,,Aphanochaete repens,3,3,,,3,3,count
4/6/2015,4,2015,909S00282,Epiphyte,2,TRUE,Aphanochaete repens,,Aphanochaete repens,3,3,,,3,3,count
4/6/2015,4,2015,909S00282,Microalgae,1,TRUE,Aphanothece minutissima,,Aphanothece minutissima,,,335.2742504,335.2742504,335.2742504,335.2742504,um3/cm2
4/6/2015,4,2015,909S00282,Microalgae,2,TRUE,Aphanothece minutissima,,Aphanothece minutissima,,,969.0005594,969.0005594,969.0005594,969.0005594,um3/cm2
4/6/2015,4,2015,909S00282,Integrated,2,TRUE,Aulacoseira italica,,Aulacoseira italica,13,13,,,13,13,count
4/6/2015,4,2015,909S00282,Integrated,1,TRUE,Aulacoseira italica,,Aulacoseira italica,19,19,,,19,19,count
4/6/2015,4,2015,909S00282,Integrated,1,TRUE,Caloneis silicula,,Caloneis silicula,12,12,,,12,12,count
4/6/2015,4,2015,909S00282,Integrated,2,TRUE,Caloneis silicula,,Caloneis silicula,10,10,,,10,10,count
4/6/2015,4,2015,909S00282,Epiphyte,2,TRUE,Calothrix brevissima,,Calothrix brevissima,1,1,,,1,1,count
4/6/2015,4,2015,909S00282,Microalgae,1,TRUE,Calothrix brevissima,,Calothrix brevissima,,,140015.0989,140015.0989,140015.0989,140015.0989,um3/cm2
4/6/2015,4,2015,909S00282,Microalgae,2,TRUE,Calothrix brevissima,,Calothrix brevissima,,,131164.8485,131164.8485,131164.8485,131164.8485,um3/cm2
4/6/2015,4,2015,909S00282,Microalgae,1,TRUE,Calothrix marchica,,Calothrix marchica,,,325955.1502,325955.1502,325955.1502,325955.1502,um3/cm2
4/6/2015,4,2015,909S00282,Microalgae,2,TRUE,Calothrix marchica,,Calothrix marchica,,,350137.276,350137.276,350137.276,350137.276,um3/cm2
4/6/2015,4,2015,909S00282,Microalgae,1,TRUE,Chamaesiphon minutus,,Chamaesiphon minutus,,,12798.99926,12798.99926,12798.99926,12798.99926,um3/cm2
4/6/2015,4,2015,909S00282,Microalgae,2,TRUE,Chamaesiphon minutus,,Chamaesiphon minutus,,,62961.55623,62961.55623,62961.55623,62961.55623,um3/cm2
