SampleDate,StationCode,StationName,ProjectCode,ProjectName,EventCode,EventName,AgencyCode,AgencyName,SampleComments,LocationCode,LocationName,SampleTypeCode,CollectionTime,CollectionMethodCode,Replicate,CollectionDepth,UnitCollectionDepth,ProtocolCode,ProtocolName,DWC_Month,DWC_Year,SampleComplete,DWC_SamplePurposeCode_PurposeFailureName_Concatenated,DWC_PersonnelCode_Concatenated,DWC_GroupSamples_GroupName_Concatenated,DWC_FundingCode_Concatenated,DWC_GroupProjectsLookUp_GroupName_Concatenated,DWC_GroupStationsLookUp_GroupName_Concatenated,GeometryShape,OccupationMethod,StartingBank,DistanceFromBank,UnitDistanceFromBank,StreamWidth,UnitStreamWidth,StationWaterDepth,UnitStationWaterDepth,Hydromod,HydromodLoc,LocationDetailWQComments,CollectionDeviceDescr,PositionWaterColumn,LabCollectionComments,CollectionComplete,EndDepth,Interval,UnitInterval,LabEffortWQComments,MatrixCode,MatrixName,MethodCode,MethodName,AnalyteCode,AnalyteName,FractionCode,FractionName,UnitCode,UnitName,DWC_AnalyteWFractionWMatrixWUnit,LabBatch,AnalysisDate,SampleID,LabSampleID,PrepPreservationCode,PrepPreservationName,PrepPreservationDate,DigestExtractCode,DigestExtractMethod,DigestExtractDate,LabReplicate,Result,ResQualCode,ResQualName,MDL,RL,DilutionFactor,QACode,DWC_QADescr_Expanded,ComplianceCode,ComplianceName,ExpectedValue,LabResultComments,LabResultDetailComments,DatabaseSide,SubmittingAgency,LabSubmissionCode,DWC_LabSubmissionDescr_Expanded,BatchVerificationCode,DWC_BatchVerificationDescr_Expanded,LabBatchComments,CoordinateSource,CoordinateNumber,TargetLatitude,TargetLongitude,Datum,Region
3/27/2014,901NP9FLC,Falls Creek ~0.1mi above Tabuco Cyn. Cr.,RWB9_NPS_2014,RWB9 Nonperennial Stream Study 2014,BA,Bioassessment,DFW-ABL,Aquatic Bioassessment Lab - DFW,,X,BA Centroid,Grab,9:00,Water_Grab,1,0.1,m,SWAMP_2007_WS,SWAMP_2007_WS,3,2014,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Mack, N.; Sibbald, G.",,,,,Point,,,,,,,,,,,,Individual Collection by hand,Subsurface,,TRUE,,,,,5,samplewater,351,SM 4500-SiO2 E/F v21,92,Silica as SiO2,3,Dissolved,6,mg/L,Silica as SiO2; Dissolved; samplewater; mg/L,WPCL_11577_W_DSI,4/7/2014,,L-140-14-09,2,LabFiltered,3/28/2014,0,None,1/1/1950,1,18.8,=,Equal To,0.18,1,10,D,D: EPA Flag - Analytes analyzed at a secondary dilution,COM,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,,GPS,1,33.67583,-117.53655,NAD83,9
4/8/2015,903FCPSPx,French Creek (FCPSP),RWB9_NPS_2015,RWB9 Nonperennial Stream Study 2015,BA,Bioassessment,DFW-ABL,Aquatic Bioassessment Lab - DFW,NR,X,BA Centroid,Grab,10:00,Water_Grab,1,0.1,m,SWAMP_2007_WS,SWAMP_2007_WS,4,2015,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Mack, N.; McBride, S.",,,,,Point,,,,,,,,,,,,Individual Collection by hand,Subsurface,,TRUE,,,,,5,samplewater,350,SM 4500-NH3 H v21,6,Ammonia as N,2,Total,6,mg/L,Ammonia as N; Total; samplewater; mg/L,WPCL_12816_W_NH3,4/24/2015,,L-168-15-09,10,FieldAcidified,4/8/2015,0,None,1/1/1950,1,0.0049,DNQ,Detected Not Quantifiable,0.0024,0.02,1,None,None: None - No QA Qualifier,COM,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,,MAP,1,33.35017,-116.91278,WGS84,9
4/8/2015,903WE0798,San Luis Rey River WF ~1mi N Mendenhall Valley,RWB9_NPS_2015,RWB9 Nonperennial Stream Study 2015,BA,Bioassessment,DFW-ABL,Aquatic Bioassessment Lab - DFW,,X,BA Centroid,Grab,11:00,Water_Grab,1,0.1,m,SWAMP_2007_WS,SWAMP_2007_WS,4,2015,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Landis, B.; York, J.",,,,,Point,,,,,,,,,,,,Individual Collection by hand,Subsurface,,TRUE,,,,,5,samplewater,350,SM 4500-NH3 H v21,6,Ammonia as N,2,Total,6,mg/L,Ammonia as N; Total; samplewater; mg/L,WPCL_12816_W_NH3,4/24/2015,,L-168-15-07,10,FieldAcidified,4/8/2015,0,None,1/1/1950,1,0.0034,DNQ,Detected Not Quantifiable,0.0024,0.02,1,None,None: None - No QA Qualifier,COM,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,,Map,1,33.33669,-116.82848,NAD83,9
3/27/2015,905WE0679,Santa Ysabel Creek ~2mi E Hwy 79,RWB9_NPS_2015,RWB9 Nonperennial Stream Study 2015,BA,Bioassessment,RWQCB9,RWQCB9-San Diego Region,,X,BA Centroid,Grab,11:25,Water_Grab,1,0.1,m,SWAMP_2007_WS,SWAMP_2007_WS,3,2015,TRUE,Algae - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Loflen, C.; Nagoda, C.; Woodward, D.",,,,,Point,,,,,,,,,,,,Not Recorded,Not Applicable,,TRUE,,,,,5,samplewater,16,EPA 300.0,22,Chloride,3,Dissolved,6,mg/L,Chloride; Dissolved; samplewater; mg/L,WPCL_12793_W_CL,4/14/2015,,L-139-15-04,2,LabFiltered,4/2/2015,0,None,1/1/1950,1,18.4,=,Equal To,0.4,2,10,D,D: EPA Flag - Analytes analyzed at a secondary dilution,COM,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,titration method in which MS/MSD are not performed,Map,1,33.13163,-116.6544,NAD83,9
3/27/2015,905WE0679,Santa Ysabel Creek ~2mi E Hwy 79,RWB9_NPS_2015,RWB9 Nonperennial Stream Study 2015,BA,Bioassessment,RWQCB9,RWQCB9-San Diego Region,,X,BA Centroid,Grab,11:25,Water_Grab,1,0.1,m,SWAMP_2007_WS,SWAMP_2007_WS,3,2015,TRUE,Algae - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Loflen, C.; Nagoda, C.; Woodward, D.",,,,,Point,,,,,,,,,,,,Not Recorded,Not Applicable,,TRUE,,,,,5,samplewater,125,EPA 365.1M,72,OrthoPhosphate as P,3,Dissolved,6,mg/L,OrthoPhosphate as P; Dissolved; samplewater; mg/L,WPCL_12825_W_OPO4,4/2/2015,,L-139-15-01,6,FieldFiltered,3/27/2015,0,None,1/1/1950,1,0.271,=,Equal To,0.0065,0.025,5,"BV,D",BV: Sample received after holding time expired; D: EPA Flag - Analytes analyzed at a secondary dilution,QUAL,Qualified,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,"L-139-15-01 received 95 hours after expiration, L-139-15-02 received 25 hours after expiration, and L-139-15-03 receievd 119 hours after expiration at at 2/Apr/2015 10:15",Map,1,33.13163,-116.6544,NAD83,9
3/27/2015,905WE0679,Santa Ysabel Creek ~2mi E Hwy 79,RWB9_NPS_2015,RWB9 Nonperennial Stream Study 2015,BA,Bioassessment,RWQCB9,RWQCB9-San Diego Region,,X,BA Centroid,Grab,11:25,Water_Grab,1,0.1,m,SWAMP_2007_WS,SWAMP_2007_WS,3,2015,TRUE,Algae - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Loflen, C.; Nagoda, C.; Woodward, D.",,,,,Point,,,,,,,,,,,,Not Recorded,Not Applicable,,TRUE,,,,,5,samplewater,351,SM 4500-SiO2 E/F v21,92,Silica as SiO2,3,Dissolved,6,mg/L,Silica as SiO2; Dissolved; samplewater; mg/L,WPCL_12797_W_SI,4/15/2015,,L-139-15-04,2,LabFiltered,4/2/2015,0,None,1/1/1950,1,39.4,=,Equal To,0.18,1,10,D,D: EPA Flag - Analytes analyzed at a secondary dilution,COM,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,,Map,1,33.13163,-116.6544,NAD83,9
3/27/2014,901BELOLV,~1.3mi above Fox Cyn. Cr.,RWB9_NPS_2014,RWB9 Nonperennial Stream Study 2014,BA,Bioassessment,DFW-ABL,Aquatic Bioassessment Lab - DFW,,X,BA Centroid,Grab,9:15,Water_Grab,1,0.1,m,SWAMP_2007_WS,SWAMP_2007_WS,3,2014,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"McBride, S.; York, J.",,,,,Point,,,,,,,,,,,,Individual Collection by hand,Subsurface,,TRUE,,,,,5,samplewater,350,SM 4500-NH3 H v21,6,Ammonia as N,2,Total,6,mg/L,Ammonia as N; Total; samplewater; mg/L,WPCL_11588_W_NH3,4/9/2014,,L-140-14-04,10,FieldAcidified,3/27/2014,0,None,1/1/1950,1,,ND,Not Detected,0.0024,0.02,1,None,None: None - No QA Qualifier,COM,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,,GPS,1,33.6406,-117.5531,NAD83,9
3/27/2014,901BELOLV,~1.3mi above Fox Cyn. Cr.,RWB9_NPS_2014,RWB9 Nonperennial Stream Study 2014,BA,Bioassessment,DFW-ABL,Aquatic Bioassessment Lab - DFW,,X,BA Centroid,Grab,9:15,Water_Grab,1,0.1,m,SWAMP_2007_WS,SWAMP_2007_WS,3,2014,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"McBride, S.; York, J.",,,,,Point,,,,,,,,,,,,Individual Collection by hand,Subsurface,,TRUE,,,,,5,samplewater,353,SM 4500-P H,74,Phosphorus as P,2,Total,6,mg/L,Phosphorus as P; Total; samplewater; mg/L,WPCL_11600_W_TPHOS,4/11/2014,,L-140-14-04,10,FieldAcidified,3/27/2014,0,None,1/1/1950,1,0.0161,=,Equal To,0.0041,0.01,1,None,None: None - No QA Qualifier,COM,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,,GPS,1,33.6406,-117.5531,NAD83,9
3/27/2014,901NP9FLC,Falls Creek ~0.1mi above Tabuco Cyn. Cr.,RWB9_NPS_2014,RWB9 Nonperennial Stream Study 2014,BA,Bioassessment,DFW-ABL,Aquatic Bioassessment Lab - DFW,,X,BA Centroid,Grab,9:00,Water_Grab,1,0.1,m,SWAMP_2007_WS,SWAMP_2007_WS,3,2014,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Mack, N.; Sibbald, G.",,,,,Point,,,,,,,,,,,,Individual Collection by hand,Subsurface,,TRUE,,,,,5,samplewater,125,EPA 365.1M,72,OrthoPhosphate as P,3,Dissolved,6,mg/L,OrthoPhosphate as P; Dissolved; samplewater; mg/L,WPCL_11563_W_OPO4,3/28/2014,,L-140-14-03,6,FieldFiltered,3/27/2014,0,None,1/1/1950,1,0.0205,=,Equal To,0.0013,0.005,1,None,None: None - No QA Qualifier,COM,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,,GPS,1,33.67583,-117.53655,NAD83,9
4/8/2015,903WE0798,San Luis Rey River WF ~1mi N Mendenhall Valley,RWB9_NPS_2015,RWB9 Nonperennial Stream Study 2015,BA,Bioassessment,DFW-ABL,Aquatic Bioassessment Lab - DFW,,X,BA Centroid,Grab,11:00,Water_Grab,1,0.1,m,SWAMP_2007_WS,SWAMP_2007_WS,4,2015,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Landis, B.; York, J.",,,,,Point,,,,,,,,,,,,Individual Collection by hand,Subsurface,,TRUE,,,,,5,samplewater,353,SM 4500-P H,74,Phosphorus as P,2,Total,6,mg/L,Phosphorus as P; Total; samplewater; mg/L,WPCL_12858_W_TPHOS,4/21/2015,,L-168-15-07,10,FieldAcidified,4/8/2015,0,None,1/1/1950,1,0.0357,=,Equal To,0.0041,0.01,1,None,None: None - No QA Qualifier,COM,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,,Map,1,33.33669,-116.82848,NAD83,9
4/8/2015,903WE0900,San Luis Rey River WF ~1.2mi below Colb Valley Creek,RWB9_NPS_2015,RWB9 Nonperennial Stream Study 2015,BA,Bioassessment,DFW-ABL,Aquatic Bioassessment Lab - DFW,"Logger 33.33043, -116.81564",X,BA Centroid,Grab,14:15,Water_Grab,1,0.1,m,SWAMP_2007_WS,SWAMP_2007_WS,4,2015,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Landis, B.; York, J.",,,,,Point,,,,,,,,,,,,Individual Collection by hand,Subsurface,,TRUE,,,,,5,samplewater,16,EPA 300.0,22,Chloride,3,Dissolved,6,mg/L,Chloride; Dissolved; samplewater; mg/L,WPCL_12796_W_CL,4/15/2015,,L-168-15-05,2,LabFiltered,4/10/2015,0,None,1/1/1950,1,23.4,=,Equal To,0.4,2,10,D,D: EPA Flag - Analytes analyzed at a secondary dilution,COM,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,,Map,1,33.33043,-116.81564,WGS84,9
4/8/2015,903WE0900,San Luis Rey River WF ~1.2mi below Colb Valley Creek,RWB9_NPS_2015,RWB9 Nonperennial Stream Study 2015,BA,Bioassessment,DFW-ABL,Aquatic Bioassessment Lab - DFW,"Logger 33.33043, -116.81564",X,BA Centroid,Grab,14:15,Water_Grab,1,0.1,m,SWAMP_2007_WS,SWAMP_2007_WS,4,2015,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Landis, B.; York, J.",,,,,Point,,,,,,,,,,,,Individual Collection by hand,Subsurface,,TRUE,,,,,5,samplewater,124,EPA 353.2,66,Nitrate + Nitrite as N,2,Total,6,mg/L,Nitrate + Nitrite as N; Total; samplewater; mg/L,WPCL_12838_W_NO3+2,4/28/2015,,L-168-15-08,10,FieldAcidified,4/8/2015,0,None,1/1/1950,1,,ND,Not Detected,0.005,0.01,1,None,None: None - No QA Qualifier,COM,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,,Map,1,33.33043,-116.81564,WGS84,9
3/29/2016,905SDBDN9,Boden Canyon Creek (BOD),RWB9_NPS_2016,RWB9 Nonperennial Stream Study 2016,BA,Bioassessment,RWQCB9,RWQCB9-San Diego Region,<25 cobbles were found; only one cobble found (recorded at Transect B).,X,BA Centroid,Grab,9:15,Water_Grab,1,0.1,m,SWAMP_2007_WS,SWAMP_2007_WS,3,2016,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Loflen, C.; Woodward, D.; Yu, H.",,,,,Point,,,,,,,,,,,,Individual Collection by hand,Subsurface,,TRUE,,,,,5,samplewater,349,SM 4500-N CM v21,728,"Nitrogen, Total",2,Total,6,mg/L,"Nitrogen, Total; Total; samplewater; mg/L",WPCL_13744_W_TN,4/19/2016,,L-132-16-02,10,FieldAcidified,3/29/2016,0,None,1/1/1950,1,0.295,=,Equal To,0.0208,0.05,1,None,None: None - No QA Qualifier,COM,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,,map,1,33.093324,-116.897295,WGS84,9
3/29/2016,905SDBDN9,Boden Canyon Creek (BOD),RWB9_NPS_2016,RWB9 Nonperennial Stream Study 2016,BA,Bioassessment,RWQCB9,RWQCB9-San Diego Region,<25 cobbles were found; only one cobble found (recorded at Transect B).,X,BA Centroid,Grab,9:15,Water_Grab,1,0.1,m,SWAMP_2007_WS,SWAMP_2007_WS,3,2016,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Loflen, C.; Woodward, D.; Yu, H.",,,,,Point,,,,,,,,,,,,Individual Collection by hand,Subsurface,,TRUE,,,,,5,samplewater,350,SM 4500-NH3 H v21,6,Ammonia as N,2,Total,6,mg/L,Ammonia as N; Total; samplewater; mg/L,WPCL_13738_W_NH3,4/14/2016,,L-132-16-02,10,FieldAcidified,3/29/2016,0,None,1/1/1950,1,0.0098,DNQ,Detected Not Quantifiable,0.0024,0.02,1,None,None: None - No QA Qualifier,COM,Compliant,,,,both,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,,map,1,33.093324,-116.897295,WGS84,9
3/29/2016,905SDBDN9,Boden Canyon Creek (BOD),RWB9_NPS_2016,RWB9 Nonperennial Stream Study 2016,BA,Bioassessment,RWQCB9,RWQCB9-San Diego Region,<25 cobbles were found; only one cobble found (recorded at Transect B).,X,BA Centroid,Grab,9:15,Water_Grab,1,0.1,m,SWAMP_2007_WS,SWAMP_2007_WS,3,2016,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Loflen, C.; Woodward, D.; Yu, H.",,,,,Point,,,,,,,,,,,,Individual Collection by hand,Subsurface,,TRUE,,,,,5,samplewater,353,SM 4500-P H,74,Phosphorus as P,2,Total,6,mg/L,Phosphorus as P; Total; samplewater; mg/L,WPCL_13746_W_TPHOS,4/19/2016,,L-132-16-02,10,FieldAcidified,3/29/2016,0,None,1/1/1950,1,0.0193,=,Equal To,0.0041,0.01,1,None,None: None - No QA Qualifier,COM,Compliant,,,,both,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,,map,1,33.093324,-116.897295,WGS84,9
4/8/2021,901NP9FLC,Falls Creek ~0.1mi above Tabuco Cyn. Cr.,SWB_RCMP_2021,Statewide Ref Condition Management Plan 2021,BA,Bioassessment,DFW-ABL,Aquatic Bioassessment Lab - DFW,,X,BA Centroid,Grab,16:00,Water_Grab,1,0.1,M,SWAMP_2016_WS,SWAMP_2016_WS,4,2021,FALSE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Morman, T.; Pickard, Da.",,,,,Point,,,,,,,,,,,,Individual Collection by hand,Subsurface,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GPS,1,33.67583,-117.53655,NAD83,9
4/9/2015,903NP9UAC,Upper Agua Caliente Creek at PCT,RWB9_NPS_2015,RWB9 Nonperennial Stream Study 2015,BA,Bioassessment,RWQCB9,RWQCB9-San Diego Region,,X,BA Centroid,Grab,12:15,Water_Grab,1,0.1,m,SWAMP_2007_WS,SWAMP_2007_WS,4,2015,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.",,,,,Point,,,,,,,,,,,,Individual Collection by hand,Subsurface,,TRUE,,,,,5,samplewater,165,EPA 415.1M,627,Dissolved Organic Carbon,3,Dissolved,6,mg/L,Dissolved Organic Carbon; Dissolved; samplewater; mg/L,WPCL_13099_W_DOC,5/6/2015,,L-175-15-04,7,"FieldFiltered, FieldAcidified",4/9/2015,0,None,1/1/1950,1,4.31,=,Equal To,0.5,1,1,None,None: None - No QA Qualifier,COM,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,,GPS,1,33.32036,-116.62265,WGS84,9
4/9/2015,903NP9UAC,Upper Agua Caliente Creek at PCT,RWB9_NPS_2015,RWB9 Nonperennial Stream Study 2015,BA,Bioassessment,RWQCB9,RWQCB9-San Diego Region,,X,BA Centroid,Grab,12:15,Water_Grab,1,0.1,m,SWAMP_2007_WS,SWAMP_2007_WS,4,2015,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.",,,,,Point,,,,,,,,,,,,Individual Collection by hand,Subsurface,,TRUE,,,,,5,samplewater,349,SM 4500-N CM v21,728,"Nitrogen, Total",2,Total,6,mg/L,"Nitrogen, Total; Total; samplewater; mg/L",WPCL_12851_W_TN,4/21/2015,,L-175-15-03,10,FieldAcidified,4/9/2015,0,None,1/1/1950,1,0.197,=,Equal To,0.0208,0.05,1,None,None: None - No QA Qualifier,COM,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,,GPS,1,33.32036,-116.62265,WGS84,9
4/9/2015,903NP9UAC,Upper Agua Caliente Creek at PCT,RWB9_NPS_2015,RWB9 Nonperennial Stream Study 2015,BA,Bioassessment,RWQCB9,RWQCB9-San Diego Region,,X,BA Centroid,Grab,12:15,Water_Grab,1,0.1,m,SWAMP_2007_WS,SWAMP_2007_WS,4,2015,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.",,,,,Point,,,,,,,,,,,,Individual Collection by hand,Subsurface,,TRUE,,,,,5,samplewater,351,SM 4500-SiO2 E/F v21,92,Silica as SiO2,3,Dissolved,6,mg/L,Silica as SiO2; Dissolved; samplewater; mg/L,WPCL_12798_W_SI,4/15/2015,,L-175-15-02,2,LabFiltered,4/14/2015,0,None,1/1/1950,1,44.5,=,Equal To,0.18,1,10,D,D: EPA Flag - Analytes analyzed at a secondary dilution,COM,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,,GPS,1,33.32036,-116.62265,WGS84,9
3/30/2015,911TJKC1x,Kitchen Creek above Kitchen Creek Road crossing,RWB9_NPS_2015,RWB9 Nonperennial Stream Study 2015,BA,Bioassessment,RWQCB9,RWQCB9-San Diego Region,,X,BA Centroid,Grab,9:30,Water_Grab,1,0.1,m,SWAMP_2007_WS,SWAMP_2007_WS,3,2015,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Nagoda, C.; Woodward, D.",,,,,Point,,,,,,,,,,,,Individual Collection by hand,Subsurface,,TRUE,,,,,5,samplewater,349,SM 4500-N CM v21,728,"Nitrogen, Total",2,Total,6,mg/L,"Nitrogen, Total; Total; samplewater; mg/L",WPCL_12781_W_TN,4/7/2015,,L-139-15-08,10,FieldAcidified,3/30/2015,0,None,1/1/1950,1,0.267,=,Equal To,0.0208,0.05,1,None,None: None - No QA Qualifier,COM,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,CRM out of range by 0.10%,GPS,1,32.76012,-116.45123,WGS84,9
3/27/2014,901NP9FLC,Falls Creek ~0.1mi above Tabuco Cyn. Cr.,RWB9_NPS_2014,RWB9 Nonperennial Stream Study 2014,BA,Bioassessment,DFW-ABL,Aquatic Bioassessment Lab - DFW,,X,BA Centroid,Grab,9:00,Water_Grab,1,0.1,m,SWAMP_2007_WS,SWAMP_2007_WS,3,2014,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Mack, N.; Sibbald, G.",,,,,Point,,,,,,,,,,,,Individual Collection by hand,Subsurface,,TRUE,,,,,5,samplewater,353,SM 4500-P H,74,Phosphorus as P,2,Total,6,mg/L,Phosphorus as P; Total; samplewater; mg/L,WPCL_11600_W_TPHOS,4/11/2014,,L-140-14-06,10,FieldAcidified,3/27/2014,0,None,1/1/1950,1,,ND,Not Detected,0.0041,0.01,1,None,None: None - No QA Qualifier,COM,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,,GPS,1,33.67583,-117.53655,NAD83,9
3/30/2015,911TJKC1x,Kitchen Creek above Kitchen Creek Road crossing,RWB9_NPS_2015,RWB9 Nonperennial Stream Study 2015,BA,Bioassessment,RWQCB9,RWQCB9-San Diego Region,,X,BA Centroid,Grab,9:30,Water_Grab,1,0.1,m,SWAMP_2007_WS,SWAMP_2007_WS,3,2015,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Nagoda, C.; Woodward, D.",,,,,Point,,,,,,,,,,,,Individual Collection by hand,Subsurface,,TRUE,,,,,5,samplewater,350,SM 4500-NH3 H v21,6,Ammonia as N,2,Total,6,mg/L,Ammonia as N; Total; samplewater; mg/L,WPCL_12775_W_NH3,4/3/2015,,L-139-15-08,10,FieldAcidified,3/30/2015,0,None,1/1/1950,1,0.0089,DNQ,Detected Not Quantifiable,0.0024,0.02,1,None,None: None - No QA Qualifier,COM,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,,GPS,1,32.76012,-116.45123,WGS84,9
4/2/2013,911COPPER,~0.2mi N Tijuana River,RWB9_NPS_2013,RWB9 Nonperennial Stream Study 2013,BA,Bioassessment,DFW-ABL,Aquatic Bioassessment Lab - DFW,,X,BA Centroid,Grab,10:00,Water_Grab,1,0.1,m,SWAMP_2007_WS,SWAMP_2007_WS,4,2013,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Mack, N.; McBride, S.",,12SW9001,,,Point,,,,,,,,,,,,Individual Collection by hand,Subsurface,,TRUE,,,,,5,samplewater,125,EPA 365.1M,72,OrthoPhosphate as P,3,Dissolved,6,mg/L,OrthoPhosphate as P; Dissolved; samplewater; mg/L,WPCL_10094_W_OPO4,4/3/2013,,L-126-13-01 Dup,6,FieldFiltered,4/2/2013,0,None,1/1/1950,2,0.0352,=,Equal To,0.0013,0.005,1,None,None: None - No QA Qualifier,Com,Compliant,,RPD 0.00,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,,GPS,1,32.5616,-116.8291,NAD83,9
